Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;Qualification;MaritalStatus;NationalityID;Nationality;Region;Smoke;Type
62;NA;NA;7;White;Female;Refused;GCSE/O Level;Married;8;Welsh;Wales;No;
45;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;8;Welsh;Wales;No;
71;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;8;Welsh;Wales;No;
72;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;8;Welsh;Wales;No;
69;15;15;7;White;Female;Unknown;No Qualification;Widowed;2;English;Wales;Yes;Packets
72;10;10;7;White;Female;2600 to 5200;No Qualification;Widowed;8;Welsh;Wales;Yes;Packets
61;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;8;Welsh;Wales;No;
29;2;5;7;White;Female;2600 to 5200;A Levels;Married;1;British;Wales;Yes;Packets
37;30;30;7;White;Female;5200 to 10400;Higher/Sub Degree;Single;1;British;Wales;Yes;Packets
29;20;20;7;White;Male;15600 to 20800;GCSE/O Level;Single;8;Welsh;Wales;Yes;Packets
57;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;Wales;No;
60;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Married;8;Welsh;Wales;No;
38;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Married;8;Welsh;Wales;No;
74;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;8;Welsh;Wales;No;
38;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Married;8;Welsh;Wales;No;
51;NA;NA;7;White;Female;Refused;GCSE/O Level;Divorced;8;Welsh;Wales;No;
68;15;15;7;White;Male;2600 to 5200;No Qualification;Married;8;Welsh;Wales;Yes;Hand-Rolled
67;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Married;8;Welsh;Wales;No;
32;NA;NA;7;White;Male;10400 to 15600;GCSE/O Level;Single;8;Welsh;Wales;No;
25;NA;NA;1;Asian;Female;5200 to 10400;ONC/BTEC;Married;1;British;Wales;No;
53;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;8;Welsh;Wales;No;
52;5;5;6;Unknown;Female;5200 to 10400;No Qualification;Divorced;8;Welsh;Wales;Yes;Packets
21;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;8;Welsh;Wales;No;
71;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;8;Welsh;Wales;No;
30;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;1;British;Wales;No;
23;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Single;8;Welsh;Wales;No;
28;1;0;7;White;Female;10400 to 15600;Higher/Sub Degree;Single;8;Welsh;Wales;Yes;Packets
37;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;8;Welsh;Wales;No;
84;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;8;Welsh;Wales;No;
61;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Wales;No;
18;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;8;Welsh;Wales;No;
55;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;Wales;No;
52;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;1;British;Wales;No;
46;25;25;7;White;Female;2600 to 5200;No Qualification;Married;8;Welsh;Wales;Yes;Packets
46;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Married;1;British;Wales;No;
23;NA;NA;7;White;Male;2600 to 5200;No Qualification;Single;8;Welsh;Wales;No;
58;NA;NA;7;White;Male;20800 to 28600;Degree;Married;1;British;Wales;No;
16;NA;NA;7;White;Male;Under 2600;GCSE/O Level;Single;8;Welsh;Wales;No;
71;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;8;Welsh;Wales;No;
47;10;10;7;White;Female;2600 to 5200;No Qualification;Married;1;British;Wales;Yes;Packets
34;NA;NA;7;White;Male;20800 to 28600;Degree;Married;8;Welsh;Wales;No;
55;NA;NA;7;White;Female;Above 36400;No Qualification;Single;1;British;Wales;No;
78;NA;NA;7;White;Female;20800 to 28600;Other/Sub Degree;Widowed;1;British;Wales;No;
35;40;40;7;White;Male;2600 to 5200;No Qualification;Single;8;Welsh;Wales;Yes;Hand-Rolled
68;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;2;English;Wales;No;
76;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;1;British;Wales;No;
28;NA;NA;7;White;Male;10400 to 15600;GCSE/CSE;Single;8;Welsh;Wales;No;
36;20;20;7;White;Female;5200 to 10400;GCSE/CSE;Divorced;1;British;Wales;Yes;Both/Mainly Packets
57;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Divorced;2;English;Wales;No;
29;10;20;7;White;Female;10400 to 15600;Higher/Sub Degree;Single;8;Welsh;Wales;Yes;Both/Mainly Packets
27;5;5;7;White;Female;5200 to 10400;GCSE/O Level;Single;8;Welsh;Wales;Yes;Packets
64;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Wales;No;
89;NA;NA;7;White;Female;Refused;No Qualification;Single;8;Welsh;Wales;No;
26;15;15;7;White;Female;2600 to 5200;GCSE/CSE;Single;8;Welsh;Wales;Yes;Packets
27;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;8;Welsh;Wales;No;
66;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Single;2;English;Wales;No;
84;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;Wales;No;
41;12;20;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;1;British;Wales;Yes;Packets
27;NA;NA;7;White;Male;15600 to 20800;Degree;Single;1;British;Wales;No;
40;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;Wales;No;
79;NA;NA;7;White;Female;10400 to 15600;No Qualification;Widowed;1;British;Wales;No;
49;20;20;7;White;Male;20800 to 28600;No Qualification;Married;2;English;Wales;Yes;Packets
79;NA;NA;7;White;Female;Unknown;No Qualification;Widowed;1;British;Wales;No;
54;NA;NA;7;White;Female;Under 2600;No Qualification;Married;8;Welsh;Wales;No;
25;10;10;7;White;Male;5200 to 10400;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
45;5;5;7;White;Female;28600 to 36400;Degree;Single;6;Scottish;Scotland;Yes;Packets
24;5;5;7;White;Female;5200 to 10400;Degree;Single;6;Scottish;Scotland;Yes;Packets
54;10;20;7;White;Female;10400 to 15600;No Qualification;Divorced;6;Scottish;Scotland;Yes;Packets
78;NA;NA;7;White;Female;15600 to 20800;No Qualification;Widowed;6;Scottish;Scotland;No;
50;25;25;7;White;Male;10400 to 15600;No Qualification;Married;6;Scottish;Scotland;Yes;Hand-Rolled
42;NA;NA;7;White;Female;20800 to 28600;Degree;Married;6;Scottish;Scotland;No;
32;10;10;7;White;Female;10400 to 15600;A Levels;Single;6;Scottish;Scotland;Yes;Packets
75;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;6;Scottish;Scotland;No;
25;15;15;7;White;Female;Under 2600;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
50;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Separated;6;Scottish;Scotland;No;
24;15;15;7;White;Male;28600 to 36400;Higher/Sub Degree;Single;6;Scottish;Scotland;Yes;Packets
35;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Single;1;British;Scotland;No;
52;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;6;Scottish;Scotland;No;
42;NA;NA;7;White;Female;10400 to 15600;Degree;Married;1;British;Scotland;No;
44;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Separated;6;Scottish;Scotland;No;
67;12;20;7;White;Male;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;Yes;Hand-Rolled
69;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;6;Scottish;Scotland;No;
91;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;6;Scottish;Scotland;No;
61;NA;NA;7;White;Male;2600 to 5200;No Qualification;Divorced;6;Scottish;Scotland;No;
50;NA;NA;7;White;Female;20800 to 28600;Degree;Single;1;British;Scotland;No;
37;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;6;Scottish;Scotland;No;
35;15;15;7;White;Female;15600 to 20800;Higher/Sub Degree;Single;6;Scottish;Scotland;Yes;Packets
24;15;20;7;White;Male;10400 to 15600;Higher/Sub Degree;Single;1;British;Scotland;Yes;Packets
39;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;6;Scottish;Scotland;No;
79;NA;NA;7;White;Female;2600 to 5200;No Qualification;Divorced;6;Scottish;Scotland;No;
40;NA;NA;7;White;Male;Above 36400;Degree;Married;6;Scottish;Scotland;No;
60;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Scotland;No;
42;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;6;Scottish;Scotland;No;
64;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Widowed;6;Scottish;Scotland;No;
55;10;2;7;White;Female;15600 to 20800;GCSE/O Level;Married;6;Scottish;Scotland;Yes;Packets
54;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Married;6;Scottish;Scotland;No;
61;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;1;British;Scotland;No;
62;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Divorced;6;Scottish;Scotland;No;
59;NA;NA;7;White;Female;Unknown;Degree;Divorced;6;Scottish;Scotland;No;
79;NA;NA;7;White;Female;Refused;GCSE/CSE;Widowed;6;Scottish;Scotland;No;
37;NA;NA;7;White;Female;10400 to 15600;Degree;Married;1;British;Scotland;No;
55;8;12;7;White;Female;2600 to 5200;Other/Sub Degree;Married;6;Scottish;Scotland;Yes;Packets
88;NA;NA;7;White;Female;28600 to 36400;Higher/Sub Degree;Widowed;6;Scottish;Scotland;No;
39;NA;NA;7;White;Female;15600 to 20800;Degree;Divorced;1;British;Scotland;No;
34;NA;NA;7;White;Male;Above 36400;Degree;Single;1;British;Scotland;No;
42;NA;NA;7;White;Male;28600 to 36400;Degree;Married;6;Scottish;Scotland;No;
45;NA;NA;7;White;Female;2600 to 5200;Degree;Married;1;British;Scotland;No;
59;NA;NA;7;White;Male;Above 36400;ONC/BTEC;Married;6;Scottish;Scotland;No;
58;30;30;7;White;Male;10400 to 15600;GCSE/O Level;Married;1;British;Scotland;Yes;Packets
74;NA;NA;7;White;Male;5200 to 10400;Higher/Sub Degree;Widowed;1;British;Scotland;No;
45;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;6;Scottish;Scotland;No;
64;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;6;Scottish;Scotland;No;
53;NA;NA;7;White;Male;15600 to 20800;Higher/Sub Degree;Single;6;Scottish;Scotland;No;
40;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;6;Scottish;Scotland;No;
30;10;10;7;White;Male;15600 to 20800;ONC/BTEC;Married;6;Scottish;Scotland;Yes;Hand-Rolled
70;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;6;Scottish;Scotland;No;
28;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Separated;6;Scottish;Scotland;No;
78;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;6;Scottish;Scotland;No;
41;24;24;7;White;Male;20800 to 28600;A Levels;Married;6;Scottish;Scotland;Yes;Packets
69;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;1;British;Scotland;No;
54;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;6;Scottish;Scotland;No;
59;20;20;7;White;Male;15600 to 20800;ONC/BTEC;Married;6;Scottish;Scotland;Yes;Hand-Rolled
23;15;15;7;White;Female;5200 to 10400;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
40;15;30;7;White;Male;15600 to 20800;No Qualification;Married;6;Scottish;Scotland;Yes;Packets
17;6;15;7;White;Male;5200 to 10400;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
54;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;1;British;Scotland;No;
49;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;6;Scottish;Scotland;No;
55;45;45;7;White;Male;5200 to 10400;Higher/Sub Degree;Married;6;Scottish;Scotland;Yes;Hand-Rolled
51;20;20;7;White;Male;5200 to 10400;ONC/BTEC;Widowed;6;Scottish;Scotland;Yes;Packets
73;NA;NA;7;White;Female;Under 2600;No Qualification;Married;6;Scottish;Scotland;No;
41;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;6;Scottish;Scotland;No;
70;NA;NA;7;White;Female;20800 to 28600;GCSE/O Level;Married;1;British;Scotland;No;
44;10;15;7;White;Female;10400 to 15600;No Qualification;Separated;6;Scottish;Scotland;Yes;Packets
51;NA;NA;7;White;Male;Under 2600;No Qualification;Divorced;6;Scottish;Scotland;No;
68;0;1;7;White;Male;28600 to 36400;Degree;Married;3;Irish;Scotland;Yes;Packets
75;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;6;Scottish;Scotland;No;
60;15;20;7;White;Male;5200 to 10400;No Qualification;Married;6;Scottish;Scotland;Yes;Packets
56;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;6;Scottish;Scotland;No;
64;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;No;
27;NA;NA;7;White;Female;10400 to 15600;Degree;Single;6;Scottish;Scotland;No;
73;12;20;7;White;Female;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;Yes;Packets
34;2;10;7;White;Male;15600 to 20800;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
47;10;15;7;White;Male;10400 to 15600;GCSE/O Level;Married;1;British;Scotland;Yes;Hand-Rolled
32;NA;NA;7;White;Male;10400 to 15600;A Levels;Single;6;Scottish;Scotland;No;
63;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;1;British;Scotland;No;
23;NA;NA;7;White;Female;5200 to 10400;Degree;Single;6;Scottish;Scotland;No;
63;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;6;Scottish;Scotland;No;
46;NA;NA;7;White;Female;15600 to 20800;A Levels;Divorced;6;Scottish;Scotland;No;
48;NA;NA;7;White;Male;10400 to 15600;A Levels;Single;6;Scottish;Scotland;No;
68;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;6;Scottish;Scotland;No;
52;20;20;7;White;Male;15600 to 20800;No Qualification;Separated;6;Scottish;Scotland;Yes;Packets
29;6;10;7;White;Female;15600 to 20800;No Qualification;Separated;6;Scottish;Scotland;Yes;Packets
16;NA;NA;7;White;Female;Refused;No Qualification;Single;6;Scottish;Scotland;No;
41;NA;NA;7;White;Male;15600 to 20800;A Levels;Divorced;6;Scottish;Scotland;No;
48;20;20;7;White;Female;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;Yes;Packets
24;NA;NA;7;White;Male;5200 to 10400;A Levels;Single;6;Scottish;Scotland;No;
72;40;40;7;White;Male;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;Yes;Hand-Rolled
45;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;1;British;Scotland;No;
28;NA;NA;7;White;Female;28600 to 36400;Degree;Married;1;British;Scotland;No;
20;NA;NA;7;White;Male;5200 to 10400;A Levels;Single;6;Scottish;Scotland;No;
69;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;No;
70;NA;NA;7;White;Female;Under 2600;No Qualification;Married;6;Scottish;Scotland;No;
50;20;25;7;White;Male;15600 to 20800;GCSE/CSE;Married;6;Scottish;Scotland;Yes;Both/Mainly Packets
63;20;20;7;White;Male;5200 to 10400;A Levels;Married;6;Scottish;Scotland;Yes;Packets
44;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;1;British;Scotland;No;
83;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;6;Scottish;Scotland;No;
17;15;20;7;White;Female;5200 to 10400;GCSE/CSE;Single;6;Scottish;Scotland;Yes;Packets
61;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;6;Scottish;Scotland;No;
47;20;15;7;White;Female;5200 to 10400;GCSE/O Level;Married;6;Scottish;Scotland;Yes;Packets
57;NA;NA;7;White;Male;28600 to 36400;Degree;Married;6;Scottish;Scotland;No;
44;10;15;7;White;Female;5200 to 10400;GCSE/O Level;Married;6;Scottish;Scotland;Yes;Packets
52;20;25;7;White;Male;15600 to 20800;GCSE/CSE;Single;3;Irish;Scotland;Yes;Both/Mainly Packets
82;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;6;Scottish;Scotland;No;
63;NA;NA;7;White;Male;28600 to 36400;A Levels;Married;6;Scottish;Scotland;No;
72;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;6;Scottish;Scotland;No;
39;NA;NA;7;White;Male;Above 36400;Higher/Sub Degree;Married;6;Scottish;Scotland;No;
16;NA;NA;7;White;Male;Refused;No Qualification;Single;6;Scottish;Scotland;No;
35;NA;NA;7;White;Female;15600 to 20800;Degree;Divorced;6;Scottish;Scotland;No;
39;NA;NA;7;White;Female;10400 to 15600;Degree;Married;6;Scottish;Scotland;No;
56;10;10;7;White;Male;Refused;No Qualification;Separated;6;Scottish;Scotland;Yes;Hand-Rolled
31;30;60;7;White;Female;5200 to 10400;Other/Sub Degree;Single;6;Scottish;Scotland;Yes;Packets
61;NA;NA;7;White;Male;Under 2600;No Qualification;Married;6;Scottish;Scotland;No;
23;0;5;7;White;Male;Under 2600;GCSE/O Level;Separated;6;Scottish;Scotland;Yes;Packets
34;18;35;7;White;Male;10400 to 15600;No Qualification;Single;6;Scottish;Scotland;Yes;Both/Mainly Hand-Rolled
24;NA;NA;7;White;Male;15600 to 20800;Degree;Single;6;Scottish;Scotland;No;
82;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Single;6;Scottish;Scotland;No;
27;NA;NA;7;White;Male;15600 to 20800;A Levels;Married;6;Scottish;Scotland;No;
62;18;18;7;White;Female;2600 to 5200;GCSE/CSE;Divorced;6;Scottish;Scotland;Yes;Packets
39;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Married;1;British;Scotland;No;
44;NA;NA;7;White;Male;2600 to 5200;No Qualification;Separated;6;Scottish;Scotland;No;
43;20;25;7;White;Female;10400 to 15600;No Qualification;Single;1;British;Scotland;Yes;Packets
31;15;20;7;White;Male;2600 to 5200;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Both/Mainly Packets
77;10;20;7;White;Male;5200 to 10400;Other/Sub Degree;Divorced;2;English;Scotland;Yes;Packets
20;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;Scotland;No;
81;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Widowed;6;Scottish;Scotland;No;
31;10;20;7;White;Female;15600 to 20800;GCSE/O Level;Single;6;Scottish;Scotland;Yes;Packets
78;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;6;Scottish;Scotland;No;
35;NA;NA;7;White;Male;10400 to 15600;A Levels;Married;6;Scottish;Scotland;No;
67;NA;NA;7;White;Female;Under 2600;No Qualification;Widowed;6;Scottish;Scotland;No;
65;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Divorced;6;Scottish;Scotland;No;
61;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Married;6;Scottish;Scotland;No;
24;15;15;7;White;Male;Under 2600;No Qualification;Single;6;Scottish;Scotland;Yes;Hand-Rolled
53;NA;NA;7;White;Male;20800 to 28600;No Qualification;Single;6;Scottish;Scotland;No;
63;NA;NA;7;White;Female;Refused;No Qualification;Married;1;British;Scotland;No;
35;12;3;7;White;Male;10400 to 15600;No Qualification;Married;6;Scottish;Scotland;Yes;Packets
78;NA;NA;7;White;Male;Refused;No Qualification;Widowed;6;Scottish;Scotland;No;
31;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Single;6;Scottish;Scotland;No;
22;NA;NA;7;White;Male;2600 to 5200;No Qualification;Single;6;Scottish;Scotland;No;
49;20;20;7;White;Female;2600 to 5200;Other/Sub Degree;Divorced;2;English;Scotland;Yes;Hand-Rolled
45;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Married;6;Scottish;Scotland;No;
51;20;20;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Scotland;Yes;Packets
31;NA;NA;7;White;Male;10400 to 15600;Degree;Married;6;Scottish;Scotland;No;
